location_x,location_y,body_part,outcome,shot_type
99.7,36.1,Left Foot,Off T,Open Play
94.1,27.2,Left Foot,Off T,Free Kick
110.0,38.2,Head,Saved,Open Play
103.6,39.9,Left Foot,Wayward,Open Play
98.2,50.7,Left Foot,Wayward,Open Play
115.9,44.1,Head,Saved,Open Play
114.1,44.8,Head,Off T,Open Play
111.2,30.1,Left Foot,Off T,Open Play
102.8,58.2,Left Foot,Saved,Open Play
97.6,41.1,Right Foot,Off T,Open Play
110.5,41.3,Head,Off T,Open Play
87.4,32.9,Right Foot,Off T,Open Play
106.8,45.9,Right Foot,Blocked,Open Play
97.8,20.1,Right Foot,Saved,Free Kick
105.8,27.4,Right Foot,Blocked,Open Play
109.8,38.3,Right Foot,Saved,Open Play
103.9,34.6,Head,Goal,Open Play
87.6,53.7,Left Foot,Off T,Free Kick
98.1,37.8,Left Foot,Off T,Open Play
107.2,37.2,Left Foot,Goal,Open Play
108.9,21.3,Left Foot,Off T,Open Play
101.3,25.7,Right Foot,Off T,Open Play
99.2,52.5,Left Foot,Post,Open Play
116.8,52.4,Right Foot,Blocked,Open Play
114.0,47.9,Head,Off T,Open Play
106.4,27.3,Right Foot,Off T,Open Play
98.5,42.0,Left Foot,Post,Open Play
95.5,41.6,Left Foot,Off T,Open Play
102.5,45.9,Right Foot,Saved,Open Play
112.7,51.7,Right Foot,Off T,Open Play
114.6,3.9,Right Foot,Saved,Free Kick
119.1,49.3,Head,Off T,Open Play
113.0,52.9,Right Foot,Blocked,Open Play
109.8,42.8,Head,Wayward,Open Play
102.2,44.9,Right Foot,Saved to Post,Open Play
101.0,42.1,Right Foot,Off T,Open Play
88.9,60.8,Right Foot,Off T,Open Play
111.7,46.8,Right Foot,Blocked,Open Play
107.2,32.4,Right Foot,Off T,Open Play
99.2,48.6,Left Foot,Saved,Open Play
109.9,45.4,Head,Saved,Open Play
97.0,43.8,Left Foot,Blocked,Open Play
103.4,38.9,Head,Off T,Open Play
105.0,70.1,Left Foot,Saved,Free Kick
92.6,52.9,Right Foot,Saved,Open Play
100.7,29.6,Right Foot,Off T,Open Play
113.0,45.9,Left Foot,Saved,Open Play
94.8,42.3,Left Foot,Off T,Open Play
103.8,47.0,Head,Off T,Open Play
95.0,49.0,Left Foot,Blocked,Open Play
99.9,19.6,Right Foot,Off T,Open Play
111.1,39.1,Head,Blocked,Open Play
104.2,53.0,Right Foot,Blocked,Open Play
109.7,44.3,Head,Wayward,Open Play
96.1,28.6,Right Foot,Blocked,Open Play
107.7,31.3,Left Foot,Off T,Open Play
94.5,25.1,Right Foot,Off T,Open Play
111.8,45.7,Head,Wayward,Open Play
102.3,27.4,Right Foot,Blocked,Open Play
98.4,53.3,Left Foot,Blocked,Open Play
98.5,24.0,Left Foot,Saved,Free Kick
109.2,38.8,Left Foot,Saved,Open Play
105.0,34.5,Head,Goal,Open Play
111.5,31.3,Right Foot,Off T,Open Play
104.8,22.4,Left Foot,Off T,Open Play
113.8,34.5,Left Foot,Goal,Open Play
108.7,42.2,Right Foot,Off T,Open Play
108.6,51.2,Right Foot,Off T,Open Play
110.8,46.2,Right Foot,Saved,Open Play
108.8,47.7,Right Foot,Blocked,Open Play
97.3,34.5,Right Foot,Blocked,Open Play
105.3,33.8,Left Foot,Off T,Open Play
65.3,43.7,Right Foot,Saved,Open Play
114.9,30.8,Right Foot,Saved,Open Play
106.7,52.1,Left Foot,Goal,Open Play
96.1,48.7,Right Foot,Off T,Open Play
89.9,50.8,Left Foot,Off T,Free Kick
96.6,60.0,Right Foot,Off T,Open Play
94.0,56.7,Left Foot,Off T,Open Play
110.2,41.0,Left Foot,Blocked,Open Play
112.6,29.3,Right Foot,Saved,Open Play
103.9,29.9,Left Foot,Off T,Open Play
98.5,32.9,Left Foot,Blocked,Open Play
100.4,34.6,Right Foot,Saved,Open Play
94.6,51.2,Right Foot,Off T,Open Play
91.6,33.2,Right Foot,Off T,Open Play
116.2,43.4,Right Foot,Saved,Open Play
115.2,51.4,Right Foot,Blocked,Open Play
93.5,31.4,Left Foot,Off T,Open Play
104.8,34.3,Right Foot,Off T,Open Play
112.7,45.0,Head,Wayward,Open Play
103.7,37.8,Head,Saved,Open Play
99.7,31.8,Right Foot,Blocked,Open Play
97.2,38.0,Right Foot,Goal,Open Play
98.9,29.8,Right Foot,Wayward,Open Play
93.8,44.3,Right Foot,Blocked,Open Play
118.1,33.4,Head,Off T,Open Play
102.9,55.5,Right Foot,Blocked,Open Play
113.4,39.9,Head,Saved,Open Play
111.9,38.4,Right Foot,Off T,Open Play
89.2,35.4,Right Foot,Saved,Open Play
102.9,39.8,Left Foot,Blocked,Open Play
113.3,48.5,Head,Off T,Open Play
107.9,40.1,Left Foot,Saved,Penalty
88.7,32.1,Right Foot,Off T,Open Play
113.0,48.6,Right Foot,Saved,Open Play
90.1,48.7,Left Foot,Blocked,Free Kick
92.8,48.6,Left Foot,Off T,Open Play
109.6,38.6,Left Foot,Blocked,Open Play
113.6,50.6,Right Foot,Blocked,Open Play
112.9,40.5,Left Foot,Goal,Open Play
107.1,52.9,Right Foot,Post,Open Play
99.7,55.9,Right Foot,Off T,Open Play
107.7,32.4,Right Foot,Off T,Open Play
103.8,35.6,Left Foot,Saved,Open Play
86.5,27.6,Left Foot,Saved,Open Play
106.4,34.3,Left Foot,Blocked,Open Play
94.4,44.2,Right Foot,Wayward,Open Play
93.7,48.2,Right Foot,Off T,Free Kick
111.4,28.4,Left Foot,Off T,Open Play
106.4,21.1,Right Foot,Blocked,Open Play
84.1,52.4,Right Foot,Off T,Open Play
112.0,56.2,Left Foot,Saved,Open Play
105.2,20.3,Right Foot,Blocked,Open Play
110.0,20.7,Left Foot,Blocked,Open Play
91.6,64.2,Right Foot,Off T,Open Play
89.4,34.4,Right Foot,Saved,Open Play
101.0,16.7,Right Foot,Saved,Open Play
107.6,36.7,Head,Blocked,Open Play
97.6,52.7,Right Foot,Blocked,Open Play
95.1,24.6,Left Foot,Off T,Open Play
95.6,27.6,Left Foot,Off T,Open Play
112.8,42.3,Head,Off T,Open Play
92.8,34.7,Left Foot,Off T,Free Kick
105.7,35.0,Right Foot,Saved,Open Play
101.5,35.7,Left Foot,Off T,Open Play
90.0,30.3,Left Foot,Blocked,Open Play
96.9,28.6,Right Foot,Blocked,Open Play
111.1,45.3,Head,Saved,Open Play
102.2,43.5,Right Foot,Off T,Open Play
95.8,52.7,Left Foot,Off T,Free Kick
106.4,36.4,Head,Saved Off Target,Open Play
111.5,32.9,Right Foot,Saved,Open Play
105.9,47.2,Head,Wayward,Open Play
105.9,36.4,Left Foot,Saved,Open Play
90.5,51.0,Left Foot,Goal,Free Kick
102.7,40.0,Left Foot,Saved,Open Play
110.5,61.6,Right Foot,Saved,Open Play
92.8,33.8,Left Foot,Off T,Open Play
108.1,40.1,Right Foot,Goal,Penalty
113.4,28.2,Left Foot,Off T,Open Play
99.1,21.0,Right Foot,Off T,Free Kick
87.9,71.3,Right Foot,Off T,Open Play
107.1,29.5,Left Foot,Off T,Open Play
113.2,32.7,Right Foot,Post,Open Play
113.2,48.4,Right Foot,Off T,Open Play
104.6,35.4,Left Foot,Saved,Open Play
106.2,36.2,Right Foot,Off T,Open Play
111.0,47.0,Right Foot,Goal,Open Play
114.7,24.4,Left Foot,Off T,Open Play
102.8,38.1,Right Foot,Off T,Open Play
102.5,36.6,Right Foot,Saved,Open Play
119.6,34.1,Left Foot,Blocked,Open Play
120.0,43.7,Right Foot,Goal,Open Play
108.4,29.2,Left Foot,Saved,Open Play
108.1,40.1,Left Foot,Wayward,Penalty
112.3,44.5,Right Foot,Goal,Open Play
105.8,39.0,Right Foot,Goal,Open Play
113.2,30.3,Left Foot,Goal,Open Play
100.3,40.5,Left Foot,Off T,Open Play
113.2,28.7,Head,Off T,Open Play
98.7,18.9,Right Foot,Saved,Open Play
96.9,27.9,Right Foot,Off T,Open Play
110.6,41.4,Head,Saved,Open Play
101.3,40.0,Right Foot,Blocked,Open Play
113.0,39.2,Head,Off T,Open Play
113.0,34.4,Head,Off T,Open Play
111.2,59.2,Right Foot,Goal,Open Play
92.9,58.3,Right Foot,Blocked,Open Play
96.4,26.0,Left Foot,Off T,Open Play
109.8,25.4,Left Foot,Post,Open Play
109.2,38.1,Head,Goal,Open Play
96.6,43.8,Right Foot,Blocked,Open Play
96.4,45.4,Right Foot,Blocked,Open Play
91.4,32.7,Right Foot,Blocked,Open Play
97.7,54.9,Left Foot,Blocked,Free Kick
109.7,41.2,Head,Wayward,Open Play
90.8,51.0,Right Foot,Saved,Open Play
111.5,26.8,Left Foot,Saved,Open Play
96.6,57.4,Left Foot,Off T,Open Play
95.9,25.4,Right Foot,Blocked,Open Play
109.1,49.5,Left Foot,Off T,Open Play
94.3,21.9,Left Foot,Blocked,Open Play
104.9,45.9,Right Foot,Blocked,Open Play
113.6,44.7,Right Foot,Saved,Open Play
116.2,39.9,Head,Blocked,Open Play
98.9,31.4,Left Foot,Blocked,Open Play
108.4,43.3,Left Foot,Saved,Open Play
111.1,29.0,Left Foot,Saved,Open Play
92.1,36.7,Left Foot,Wayward,Open Play
113.3,41.8,Left Foot,Goal,Open Play
114.8,33.2,Left Foot,Goal,Open Play
113.2,40.6,Left Foot,Off T,Open Play
111.2,40.5,Head,Off T,Open Play
98.3,35.8,Right Foot,Blocked,Open Play
107.4,42.3,Left Foot,Wayward,Open Play
107.1,35.0,Right Foot,Blocked,Open Play
112.2,27.1,Left Foot,Goal,Open Play
112.9,53.7,Left Foot,Saved,Open Play
97.9,28.3,Right Foot,Saved,Open Play
108.8,50.6,Right Foot,Goal,Open Play
108.7,28.0,Right Foot,Saved,Open Play
111.9,46.4,Right Foot,Goal,Open Play
90.2,45.1,Left Foot,Off T,Free Kick
115.8,22.6,Left Foot,Saved,Open Play
106.8,41.4,Left Foot,Blocked,Open Play
108.7,40.7,Left Foot,Blocked,Open Play
95.5,46.3,Right Foot,Off T,Open Play
106.8,49.3,Right Foot,Off T,Open Play
103.6,47.8,Left Foot,Blocked,Open Play
116.2,40.2,Right Foot,Goal,Open Play
93.6,59.1,Left Foot,Saved,Open Play
116.4,33.8,Left Foot,Off T,Open Play
107.2,42.0,Left Foot,Saved,Open Play
100.6,24.3,Right Foot,Saved,Free Kick
113.3,47.7,Right Foot,Goal,Open Play
107.1,20.3,Right Foot,Saved,Open Play
103.9,55.3,Right Foot,Blocked,Open Play
99.4,52.0,Right Foot,Off T,Open Play
103.3,19.4,Right Foot,Wayward,Open Play
111.7,38.4,Right Foot,Saved,Open Play
113.2,28.9,Left Foot,Saved,Open Play
107.2,33.8,Head,Off T,Open Play
111.5,29.0,Left Foot,Goal,Open Play
103.7,34.9,Right Foot,Blocked,Open Play
103.0,20.2,Right Foot,Off T,Open Play
94.7,30.4,Right Foot,Off T,Open Play
90.6,38.1,Left Foot,Off T,Open Play
108.5,25.6,Right Foot,Saved,Open Play
108.6,45.6,Head,Saved,Open Play
103.5,48.5,Right Foot,Saved,Open Play
98.0,37.2,Left Foot,Post,Open Play
96.3,44.9,Left Foot,Saved,Open Play
116.1,49.4,Right Foot,Saved,Open Play
109.8,43.9,Head,Off T,Open Play
112.8,36.5,Head,Off T,Open Play
88.9,51.8,Right Foot,Off T,Open Play
115.5,48.4,Right Foot,Goal,Open Play
112.6,44.6,Right Foot,Goal,Open Play
107.2,50.2,Left Foot,Goal,Open Play
111.1,33.6,Left Foot,Blocked,Open Play
106.3,26.8,Left Foot,Blocked,Open Play
105.8,24.8,Left Foot,Saved,Open Play
107.5,52.4,Right Foot,Saved,Open Play
110.7,53.0,Right Foot,Off T,Open Play
111.8,59.9,Right Foot,Off T,Open Play
95.8,28.2,Left Foot,Saved,Open Play
103.0,33.9,Left Foot,Saved,Open Play
101.9,33.8,Left Foot,Off T,Open Play
102.2,38.8,Left Foot,Off T,Open Play
96.0,42.3,Right Foot,Saved,Open Play
97.1,34.5,Left Foot,Saved,Open Play
110.2,54.9,Right Foot,Off T,Open Play
100.0,45.8,Right Foot,Post,Open Play
110.3,56.3,Right Foot,Post,Open Play
109.6,41.9,Right Foot,Off T,Open Play
100.5,39.2,Left Foot,Goal,Open Play
110.8,58.7,Left Foot,Blocked,Open Play
95.8,38.3,Right Foot,Blocked,Open Play
98.3,32.0,Left Foot,Blocked,Open Play
99.4,38.5,Right Foot,Blocked,Open Play
108.4,54.4,Left Foot,Saved,Open Play
98.0,60.6,Left Foot,Off T,Free Kick
109.8,32.3,Right Foot,Goal,Open Play
104.0,41.7,Right Foot,Saved,Open Play
111.0,25.9,Right Foot,Off T,Open Play
114.3,31.4,Left Foot,Goal,Open Play
113.9,38.6,Right Foot,Goal,Open Play
105.7,41.7,Left Foot,Wayward,Open Play
106.1,46.8,Left Foot,Goal,Open Play
106.3,34.1,Right Foot,Off T,Open Play
94.1,48.3,Left Foot,Off T,Free Kick
90.1,47.3,Left Foot,Saved,Open Play
113.0,53.7,Right Foot,Off T,Open Play
113.0,39.1,Other,Saved,Open Play
106.7,36.2,Left Foot,Off T,Open Play
58.3,47.3,Left Foot,Saved,Open Play
109.7,30.6,Left Foot,Off T,Open Play
87.5,31.7,Right Foot,Off T,Open Play
107.1,34.0,Left Foot,Saved,Open Play
116.4,38.9,Left Foot,Goal,Open Play
97.5,33.8,Left Foot,Wayward,Open Play
113.3,37.4,Left Foot,Saved,Open Play
98.6,55.0,Right Foot,Blocked,Open Play
113.4,43.3,Right Foot,Blocked,Open Play
113.5,49.6,Right Foot,Off T,Open Play
112.4,46.8,Right Foot,Off T,Open Play
108.7,38.0,Right Foot,Goal,Open Play
107.0,24.2,Left Foot,Off T,Open Play
100.6,31.3,Left Foot,Saved,Open Play
103.2,30.6,Left Foot,Blocked,Open Play
111.6,45.0,Right Foot,Goal,Open Play
101.2,32.6,Left Foot,Wayward,Open Play
94.7,56.8,Right Foot,Off T,Open Play
106.7,42.1,Right Foot,Goal,Open Play
108.5,30.0,Left Foot,Saved,Open Play
94.1,51.3,Right Foot,Off T,Open Play
113.4,43.9,Left Foot,Blocked,Open Play
116.6,42.9,Left Foot,Goal,Open Play
113.8,50.9,Right Foot,Blocked,Open Play
97.6,46.2,Left Foot,Off T,Open Play
114.0,40.0,Right Foot,Off T,Open Play
106.5,41.4,Left Foot,Goal,Open Play
111.1,36.6,Head,Off T,Open Play
106.7,48.2,Right Foot,Goal,Open Play
114.8,35.1,Left Foot,Goal,Open Play
94.1,27.3,Right Foot,Saved,Open Play
89.3,28.4,Right Foot,Off T,Open Play
91.5,42.5,Left Foot,Saved,Open Play
96.3,47.3,Left Foot,Blocked,Open Play
105.9,52.3,Right Foot,Off T,Open Play
94.2,54.7,Right Foot,Blocked,Open Play
106.4,44.7,Left Foot,Goal,Open Play
100.5,39.1,Right Foot,Off T,Open Play
107.1,24.9,Right Foot,Saved,Open Play
96.1,42.8,Left Foot,Post,Free Kick
111.3,42.7,Head,Saved,Open Play
113.8,50.8,Right Foot,Blocked,Open Play
101.4,49.3,Left Foot,Off T,Open Play
114.2,32.2,Left Foot,Saved,Open Play
96.7,36.4,Left Foot,Goal,Open Play
102.0,42.0,Right Foot,Goal,Open Play
112.5,38.2,Head,Goal,Open Play
101.4,50.3,Right Foot,Blocked,Open Play
93.8,34.9,Left Foot,Off T,Free Kick
100.4,34.1,Left Foot,Blocked,Open Play
94.1,45.6,Right Foot,Off T,Open Play
107.6,50.6,Right Foot,Goal,Open Play
108.2,47.0,Right Foot,Goal,Open Play
110.2,59.1,Right Foot,Blocked,Open Play
113.1,51.3,Right Foot,Off T,Open Play
111.1,38.1,Right Foot,Post,Open Play
115.1,35.3,Head,Off T,Open Play
108.0,37.8,Left Foot,Saved,Open Play
105.4,50.3,Left Foot,Off T,Open Play
103.2,52.0,Right Foot,Blocked,Open Play
100.3,25.3,Right Foot,Off T,Open Play
110.7,44.9,Left Foot,Saved,Open Play
106.8,41.2,Left Foot,Wayward,Open Play
94.6,38.1,Left Foot,Off T,Open Play
110.9,29.3,Left Foot,Off T,Open Play
101.0,26.0,Left Foot,Blocked,Open Play
93.7,56.0,Right Foot,Post,Open Play
114.8,41.0,Right Foot,Goal,Open Play
107.0,44.6,Left Foot,Blocked,Open Play
102.1,51.3,Left Foot,Saved,Open Play
114.0,33.2,Left Foot,Goal,Open Play
98.5,55.6,Left Foot,Saved,Open Play
108.5,28.6,Left Foot,Blocked,Open Play
107.1,39.3,Left Foot,Goal,Open Play
99.4,30.1,Left Foot,Off T,Open Play
100.7,49.6,Left Foot,Saved,Open Play
88.2,52.6,Right Foot,Off T,Open Play
103.8,27.3,Left Foot,Saved,Open Play
118.2,34.3,Other,Off T,Open Play
113.2,32.8,Head,Wayward,Open Play
104.1,62.4,Left Foot,Saved to Post,Free Kick
94.1,59.1,Right Foot,Off T,Open Play
103.1,21.6,Left Foot,Off T,Open Play
109.5,23.4,Left Foot,Off T,Open Play
109.1,36.9,Head,Off T,Open Play
101.4,33.9,Left Foot,Saved,Open Play
113.5,46.6,Head,Blocked,Open Play
87.2,40.3,Left Foot,Saved Off Target,Free Kick
110.8,38.9,Head,Off T,Open Play
118.7,38.9,Right Foot,Blocked,Open Play
109.5,52.8,Right Foot,Blocked,Open Play
110.0,37.1,Right Foot,Off T,Open Play
100.1,50.8,Right Foot,Blocked,Open Play
101.4,40.0,Left Foot,Post,Open Play
115.7,25.7,Left Foot,Wayward,Open Play
107.4,30.3,Left Foot,Blocked,Open Play
107.4,43.8,Right Foot,Blocked,Open Play
107.9,45.6,Left Foot,Blocked,Open Play
117.0,50.4,Left Foot,Saved,Open Play
119.3,40.0,Left Foot,Goal,Open Play
89.6,44.4,Right Foot,Blocked,Open Play
107.8,44.7,Head,Wayward,Open Play
118.8,31.2,Left Foot,Post,Open Play
89.7,32.6,Left Foot,Off T,Open Play
110.5,52.7,Right Foot,Off T,Open Play
113.9,38.9,Head,Off T,Open Play
107.6,54.4,Left Foot,Blocked,Open Play
97.2,57.8,Right Foot,Blocked,Open Play
96.3,38.6,Left Foot,Saved,Open Play
93.6,31.2,Right Foot,Blocked,Open Play
112.8,38.2,Head,Off T,Open Play
105.1,26.0,Right Foot,Blocked,Open Play
100.7,46.2,Left Foot,Goal,Open Play
109.1,47.1,Head,Off T,Open Play
103.6,39.4,Left Foot,Off T,Open Play
103.3,60.2,Right Foot,Off T,Open Play
101.2,58.3,Right Foot,Off T,Open Play
108.5,55.3,Right Foot,Saved,Open Play
115.4,37.1,Right Foot,Goal,Open Play
97.8,39.0,Right Foot,Off T,Open Play
103.5,57.4,Left Foot,Blocked,Open Play
86.0,30.4,Left Foot,Blocked,Open Play
95.4,43.0,Left Foot,Blocked,Open Play
99.9,35.1,Right Foot,Off T,Open Play
115.1,50.0,Right Foot,Off T,Open Play
107.6,26.8,Right Foot,Off T,Open Play
117.7,48.1,Right Foot,Saved,Open Play
102.2,34.0,Right Foot,Off T,Open Play
106.1,46.6,Right Foot,Goal,Open Play
102.7,53.2,Right Foot,Off T,Open Play
95.8,22.2,Right Foot,Saved,Free Kick
108.9,40.3,Right Foot,Off T,Open Play
99.5,50.3,Left Foot,Saved,Open Play
113.6,29.0,Left Foot,Goal,Open Play
102.4,57.9,Right Foot,Blocked,Open Play
113.8,36.7,Right Foot,Blocked,Open Play
111.7,40.5,Right Foot,Blocked,Open Play
110.4,28.0,Left Foot,Off T,Open Play
96.1,37.1,Left Foot,Saved,Open Play
90.6,54.5,Left Foot,Off T,Open Play
95.6,33.4,Right Foot,Saved,Free Kick
103.2,46.6,Right Foot,Goal,Open Play
113.8,28.2,Right Foot,Off T,Open Play
98.1,33.8,Right Foot,Blocked,Open Play
103.6,52.8,Right Foot,Blocked,Open Play
114.9,42.2,Head,Saved,Open Play
108.0,32.1,Left Foot,Blocked,Open Play
88.6,35.5,Left Foot,Blocked,Free Kick
108.8,36.9,Right Foot,Saved,Open Play
108.7,45.7,Right Foot,Goal,Open Play
111.1,38.5,Head,Saved,Open Play
86.5,47.3,Left Foot,Off T,Open Play
107.7,41.9,Left Foot,Off T,Open Play
98.9,50.3,Right Foot,Blocked,Open Play
106.2,40.4,Left Foot,Off T,Open Play
113.4,41.3,Head,Saved,Open Play
98.1,38.5,Right Foot,Blocked,Open Play
99.6,60.0,Left Foot,Saved,Open Play
92.9,55.1,Right Foot,Wayward,Open Play
113.5,36.6,Right Foot,Goal,Open Play
112.6,29.2,Left Foot,Saved,Open Play
95.8,34.8,Right Foot,Blocked,Open Play
101.2,56.1,Right Foot,Off T,Open Play
114.6,31.7,Left Foot,Wayward,Open Play
116.2,37.9,Other,Goal,Open Play
105.3,48.3,Right Foot,Off T,Open Play
104.9,36.9,Left Foot,Goal,Open Play
108.1,39.9,Left Foot,Goal,Penalty
107.3,26.7,Left Foot,Off T,Open Play
109.8,28.3,Left Foot,Blocked,Open Play
89.4,41.7,Right Foot,Blocked,Open Play
114.9,48.9,Left Foot,Blocked,Open Play
109.7,22.2,Right Foot,Blocked,Open Play
114.2,34.5,Head,Wayward,Open Play
107.3,35.1,Head,Saved,Open Play
115.1,50.1,Right Foot,Off T,Open Play
107.6,28.2,Right Foot,Saved,Open Play
109.6,34.6,Left Foot,Saved,Open Play
89.7,48.5,Left Foot,Post,Free Kick
86.6,38.6,Left Foot,Off T,Free Kick
105.9,25.2,Right Foot,Blocked,Open Play
106.0,26.7,Left Foot,Saved,Open Play
118.7,33.6,Right Foot,Saved,Open Play
91.9,51.2,Right Foot,Off T,Open Play
114.1,37.5,Left Foot,Blocked,Open Play
105.3,56.0,Left Foot,Off T,Open Play
105.0,47.9,Right Foot,Saved,Open Play
110.7,43.8,Left Foot,Saved,Open Play
111.6,43.8,Head,Goal,Open Play
101.3,35.9,Left Foot,Blocked,Open Play
108.4,27.3,Right Foot,Goal,Open Play
96.7,44.2,Left Foot,Blocked,Open Play
100.1,34.3,Left Foot,Off T,Free Kick
108.0,40.0,Left Foot,Goal,Penalty
110.3,39.8,Left Foot,Goal,Open Play
111.6,22.7,Right Foot,Blocked,Open Play
102.8,29.8,Left Foot,Saved,Open Play
111.0,30.9,Right Foot,Saved,Open Play
102.8,52.3,Left Foot,Blocked,Open Play
112.5,50.2,Right Foot,Goal,Open Play
100.5,25.0,Right Foot,Saved,Open Play
117.9,49.6,Right Foot,Off T,Open Play
110.4,23.7,Left Foot,Wayward,Open Play
99.8,46.1,Right Foot,Saved,Open Play
100.2,37.6,Right Foot,Off T,Open Play
108.9,42.4,Head,Saved,Open Play
109.1,25.7,Left Foot,Saved,Open Play
111.9,37.4,Right Foot,Off T,Open Play
104.3,26.3,Right Foot,Off T,Open Play
95.1,23.9,Right Foot,Post,Free Kick
91.6,43.0,Right Foot,Saved Off Target,Free Kick
102.8,47.5,Right Foot,Blocked,Open Play
111.9,28.6,Right Foot,Saved,Open Play
101.6,22.4,Right Foot,Blocked,Free Kick
105.5,31.5,Right Foot,Off T,Open Play
113.9,37.0,Right Foot,Goal,Open Play
94.1,42.6,Right Foot,Saved,Open Play
92.6,42.0,Right Foot,Off T,Open Play
93.7,18.8,Right Foot,Off T,Open Play
109.8,52.4,Right Foot,Blocked,Open Play
108.9,32.1,Head,Off T,Open Play
111.8,40.3,Head,Off T,Open Play
89.5,27.0,Right Foot,Saved,Open Play
111.0,52.0,Right Foot,Saved,Open Play
108.5,49.9,Right Foot,Off T,Open Play
86.1,53.4,Right Foot,Off T,Open Play
90.7,39.8,Right Foot,Off T,Open Play
91.8,23.6,Right Foot,Off T,Open Play
110.2,30.1,Right Foot,Blocked,Open Play
96.2,30.5,Left Foot,Off T,Open Play
114.9,46.0,Left Foot,Saved,Open Play
93.2,24.7,Left Foot,Blocked,Open Play
107.3,46.1,Right Foot,Blocked,Open Play
84.7,49.3,Left Foot,Saved,Open Play
84.6,56.5,Right Foot,Off T,Open Play
112.2,38.7,Right Foot,Off T,Open Play
112.3,27.3,Right Foot,Off T,Open Play
96.1,47.9,Right Foot,Off T,Open Play
100.6,19.0,Left Foot,Off T,Open Play
98.0,37.0,Left Foot,Saved,Open Play
102.0,34.7,Right Foot,Blocked,Open Play
92.5,52.4,Left Foot,Saved,Open Play
100.5,47.6,Left Foot,Saved,Open Play
111.8,32.8,Left Foot,Off T,Open Play
107.9,40.1,Right Foot,Saved,Penalty
113.2,39.3,Right Foot,Goal,Open Play
105.8,45.7,Right Foot,Saved,Open Play
91.1,34.9,Right Foot,Saved,Open Play
109.4,50.2,Left Foot,Wayward,Open Play
114.7,47.1,Right Foot,Saved,Open Play
91.8,36.9,Right Foot,Blocked,Open Play
106.7,40.5,Right Foot,Goal,Open Play
87.8,34.3,Right Foot,Blocked,Open Play
102.0,20.8,Right Foot,Off T,Open Play
107.2,25.8,Left Foot,Off T,Open Play
113.4,43.4,Head,Goal,Open Play
103.6,44.2,Head,Off T,Open Play
102.6,39.7,Right Foot,Off T,Open Play
106.4,55.1,Right Foot,Off T,Open Play
96.2,56.2,Left Foot,Off T,Open Play
101.6,37.1,Left Foot,Off T,Open Play
107.9,27.1,Left Foot,Saved,Open Play
106.3,28.2,Right Foot,Saved,Open Play
95.6,45.8,Right Foot,Blocked,Open Play
113.3,24.3,Left Foot,Blocked,Open Play
98.1,32.3,Left Foot,Blocked,Open Play
102.9,43.7,Left Foot,Blocked,Open Play
110.5,20.5,Right Foot,Goal,Open Play
102.0,40.4,Left Foot,Goal,Open Play
103.3,57.8,Right Foot,Blocked,Open Play
116.2,54.3,Right Foot,Off T,Open Play
110.3,30.7,Left Foot,Off T,Open Play
109.9,50.3,Right Foot,Blocked,Open Play
94.5,50.8,Right Foot,Off T,Open Play
106.1,28.1,Left Foot,Off T,Open Play
103.0,45.4,Right Foot,Off T,Open Play
107.4,40.1,Left Foot,Post,Open Play
109.7,40.4,Head,Off T,Open Play
105.2,28.6,Left Foot,Saved,Open Play
103.9,43.6,Left Foot,Goal,Open Play
117.2,43.3,Head,Off T,Open Play
101.6,28.3,Right Foot,Off T,Open Play
108.6,51.0,Left Foot,Saved,Open Play
110.4,29.2,Right Foot,Off T,Open Play
109.5,44.1,Right Foot,Saved,Open Play
98.9,27.8,Left Foot,Off T,Open Play
100.1,49.8,Left Foot,Blocked,Open Play
98.8,44.9,Right Foot,Saved,Open Play
103.8,52.2,Left Foot,Blocked,Open Play
110.2,45.1,Head,Off T,Open Play
113.7,50.3,Right Foot,Goal,Open Play
104.4,40.6,Right Foot,Off T,Open Play
112.1,46.9,Right Foot,Goal,Open Play
105.8,47.3,Right Foot,Saved,Open Play
95.9,29.6,Right Foot,Off T,Open Play
89.1,38.1,Left Foot,Off T,Free Kick
99.0,19.8,Right Foot,Saved,Open Play
105.4,29.9,Left Foot,Blocked,Open Play
95.1,40.0,Right Foot,Blocked,Open Play
113.3,30.4,Left Foot,Saved,Open Play
108.5,48.2,Right Foot,Off T,Open Play
94.0,46.8,Right Foot,Off T,Open Play
95.3,48.2,Right Foot,Saved,Open Play
96.9,26.9,Right Foot,Saved,Open Play
94.8,36.1,Right Foot,Off T,Open Play
95.6,26.7,Left Foot,Saved,Open Play
112.9,40.0,Right Foot,Blocked,Open Play
109.7,34.5,Head,Saved,Open Play
100.8,35.4,Right Foot,Saved,Open Play
107.3,53.2,Right Foot,Goal,Open Play
108.1,26.8,Right Foot,Saved,Open Play
88.5,52.1,Left Foot,Blocked,Open Play
95.5,29.9,Left Foot,Off T,Open Play
106.1,41.5,Head,Off T,Open Play
102.6,37.6,Left Foot,Blocked,Open Play
103.5,44.2,Left Foot,Post,Open Play
98.4,33.6,Right Foot,Blocked,Open Play
108.6,50.3,Left Foot,Saved,Open Play
112.5,35.7,Left Foot,Off T,Open Play
111.6,42.8,Head,Off T,Open Play
95.1,40.3,Left Foot,Goal,Free Kick
96.7,52.3,Right Foot,Blocked,Open Play
